X,Y
0.12634720987992054,7310.099422000429
0.26002384912768495,7999.293640485783
0.3271659792953132,8481.820736588652
0.46069071327120614,9102.049961643912
0.527984748710705,9653.542051176879
0.6283181807824647,10204.92021175594
0.7953380272062347,11031.930488147584
0.9285589506383829,11514.229726342644
1.1281624778787958,12134.231093490092
1.392401698300941,12098.83716514381
1.5238757111065544,11788.038978892757
1.6548940080965524,11270.345812351414
1.8507758561760896,10200.70484046148
2.0468855621634363,9234.511358716692
2.242995268150783,8268.317876971909
2.5054875779463943,7439.8265241795125
2.8332991546471638,6266.282346328819
3.0297126711782534,5438.018851444231
3.391171265598774,4540.2207183600185
3.951170050356599,3779.6689984125805
4.610894646098694,3294.6354653238122
5.270771147112661,2878.566925665138
5.931559079757865,2876.2883465870545
6.5929546334905575,3149.869741229355
7.055961902157814,3355.1697161649863
7.519272981368819,3698.399677960806
7.850882189866398,4248.980335862543
8.116868320915078,5006.6838319623785
8.250393054890974,5626.913057017628
8.450604203218873,6522.774397885467
8.58428084246664,7211.968616370821
8.718261292258148,8039.092821716364
8.852545552593401,9004.147013922106
8.986981718200532,10038.166199557945
9.12156978907953,11141.150378623879
9.256157859958531,12244.134557689817
9.456976629373926,13415.85587227804
9.657643493517444,14518.612193436162
9.923173908750506,15069.420709245707
10.252352632898127,14516.561472265883
10.38299116670844,13826.455822149295
10.611380742968684,12515.323444300124
10.773995336508161,11342.348911218956
10.936609930047627,10169.374378137782
11.099224523587093,8996.399845056607
11.261383401310944,7616.530331685153
11.45658167566706,6236.546889359783
11.652539476382533,5201.388414184901
11.816065501553233,4442.203841684313
12.077798284989484,3268.887521741428
12.40606557750587,2302.238324181024
13.064726836344857,1334.4498370815782
13.79083403589522,987.1184329452008
14.517548856533068,915.6470025292074
15.244263677170917,844.175572113214
16.03690538580141,703.5112903593181
16.829698999703787,631.8120020355054
17.55656572561351,629.3055650496099
18.283736262066977,764.72911492391
18.812366608183137,762.9062516614431
19.737469713886423,759.7162409521188
20.596342121053308,687.789094720516
21.256826243154766,547.5805287822368
22.049619857057138,475.8812404584314
22.77618277242312,335.4448166123402
23.568976386325488,263.7455282885421
24.49407949202877,260.55551757921785
25.484957580452832,119.20766210189322
26.608145160677804,46.36908423904242
27.33501188658752,43.86264725314686
28.127957405761766,41.12835235944658
28.98698171820053,38.166199557934306
29.912084823903808,34.976188848610036
31.101503102665173,30.87474650805234
32.22484258816202,27.001162075306638
33.41426086692338,22.899719734748942
34.73568482694191,-50.62243185151601
35.79294551917424,-54.268158376456995
37.04844259120012,-58.59745862481941
38.50217604301957,-63.61033259661053
